Year,State,County ID,County Name (State),All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
2012,27,27075,Lake County (MN),"10,636","1,207",986,"1,428","986 to 1,428",11.3,9.2,13.4,9.2 to 13.4,"1,992",331,260,402,260 to 402,16.6,13.1,20.1,13.1 to 20.1,"1,410",205,157,253,157 to 253,14.5,11.1,17.9,11.1 to 17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,369 ","$45,078 ","$53,660 ","$45,078 to $53,660"
2012,27,27077,Lake of the Woods County (MN),"3,911",429,333,525,333 to 525,11,8.5,13.5,8.5 to 13.5,739,133,102,164,102 to 164,18,13.9,22.1,13.9 to 22.1,549,89,67,111,67 to 111,16.2,12.2,20.2,12.2 to 20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,084 ","$38,012 ","$44,156 ","$38,012 to $44,156"
2012,27,27079,Le Sueur County (MN),"27,410","2,203","1,797","2,609","1,797 to 2,609",8,6.5,9.5,6.5 to 9.5,"6,801",713,557,869,557 to 869,10.5,8.2,12.8,8.2 to 12.8,"5,059",480,369,591,369 to 591,9.5,7.3,11.7,7.3 to 11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,326 ","$55,454 ","$61,198 ","$55,454 to $61,198"
2012,27,27081,Lincoln County (MN),"5,698",589,477,701,477 to 701,10.3,8.3,12.3,8.3 to 12.3,"1,273",164,129,199,129 to 199,12.9,10.1,15.7,10.1 to 15.7,913,106,81,131,81 to 131,11.6,8.9,14.3,8.9 to 14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,959 ","$40,267 ","$47,651 ","$40,267 to $47,651"
2012,27,27083,Lyon County (MN),"24,744","3,049","2,533","3,565","2,533 to 3,565",12.3,10.2,14.4,10.2 to 14.4,"6,179",979,791,"1,167","791 to 1,167",15.8,12.8,18.8,12.8 to 18.8,"4,312",635,501,769,501 to 769,14.7,11.6,17.8,11.6 to 17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,753 ","$45,616 ","$51,890 ","$45,616 to $51,890"
2012,27,27085,McLeod County (MN),"35,651","2,861","2,315","3,407","2,315 to 3,407",8,6.5,9.5,6.5 to 9.5,"8,829",995,786,"1,204","786 to 1,204",11.3,8.9,13.7,8.9 to 13.7,"6,509",637,488,786,488 to 786,9.8,7.5,12.1,7.5 to 12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,231 ","$50,394 ","$58,068 ","$50,394 to $58,068"
2012,27,27087,Mahnomen County (MN),"5,449","1,155",963,"1,347","963 to 1,347",21.2,17.7,24.7,17.7 to 24.7,"1,622",558,447,669,447 to 669,34.4,27.5,41.3,27.5 to 41.3,"1,084",366,286,446,286 to 446,33.8,26.5,41.1,26.5 to 41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$37,754 ","$35,065 ","$40,443 ","$35,065 to $40,443"
2012,27,27089,Marshall County (MN),"9,365",849,673,"1,025","673 to 1,025",9.1,7.2,11,7.2 to 11.0,"2,151",279,215,343,215 to 343,13,10,16,10.0 to 16.0,"1,584",183,139,227,139 to 227,11.6,8.8,14.4,8.8 to 14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,791 ","$49,876 ","$55,706 ","$49,876 to $55,706"
2012,27,27091,Martin County (MN),"20,183","2,540","2,079","3,001","2,079 to 3,001",12.6,10.3,14.9,10.3 to 14.9,"4,402",850,670,"1,030","670 to 1,030",19.3,15.2,23.4,15.2 to 23.4,"3,255",554,424,684,424 to 684,17,13,21,13.0 to 21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,212 ","$43,221 ","$51,203 ","$43,221 to $51,203"
2012,27,27093,Meeker County (MN),"22,713","2,719","2,336","3,102","2,336 to 3,102",12,10.3,13.7,10.3 to 13.7,"5,634",838,691,985,691 to 985,14.9,12.3,17.5,12.3 to 17.5,"4,079",545,441,649,441 to 649,13.4,10.9,15.9,10.9 to 15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,174 ","$47,032 ","$53,316 ","$47,032 to $53,316"
2012,27,27095,Mille Lacs County (MN),"25,134","3,303","2,801","3,805","2,801 to 3,805",13.1,11.1,15.1,11.1 to 15.1,"6,178","1,119",906,"1,332","906 to 1,332",18.1,14.6,21.6,14.6 to 21.6,"4,508",746,599,893,599 to 893,16.5,13.2,19.8,13.2 to 19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,101 ","$41,917 ","$48,285 ","$41,917 to $48,285"
2012,27,27097,Morrison County (MN),"32,673","3,840","3,256","4,424","3,256 to 4,424",11.8,10,13.6,10.0 to 13.6,"7,815","1,204",927,"1,481","927 to 1,481",15.4,11.9,18.9,11.9 to 18.9,"5,653",829,629,"1,029","629 to 1,029",14.7,11.2,18.2,11.2 to 18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,387 ","$45,057 ","$51,717 ","$45,057 to $51,717"
2012,27,27099,Mower County (MN),"38,862","5,494","4,753","6,235","4,753 to 6,235",14.1,12.2,16,12.2 to 16.0,"9,742","1,780","1,438","2,122","1,438 to 2,122",18.3,14.8,21.8,14.8 to 21.8,"6,895","1,190",946,"1,434","946 to 1,434",17.3,13.8,20.8,13.8 to 20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,315 ","$42,436 ","$50,194 ","$42,436 to $50,194"
2012,27,27101,Murray County (MN),"8,438",847,706,988,706 to 988,10,8.3,11.7,8.3 to 11.7,"1,830",246,197,295,197 to 295,13.4,10.7,16.1,10.7 to 16.1,"1,332",159,125,193,125 to 193,11.9,9.3,14.5,9.3 to 14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,353 ","$46,011 ","$54,695 ","$46,011 to $54,695"
2012,27,27103,Nicollet County (MN),"30,679","3,132","2,584","3,680","2,584 to 3,680",10.2,8.4,12,8.4 to 12.0,"7,118",784,607,961,607 to 961,11,8.5,13.5,8.5 to 13.5,"5,109",494,372,616,372 to 616,9.7,7.3,12.1,7.3 to 12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,882 ","$54,327 ","$63,437 ","$54,327 to $63,437"
2012,27,27105,Nobles County (MN),"21,141","2,347","1,876","2,818","1,876 to 2,818",11.1,8.9,13.3,8.9 to 13.3,"5,504",887,693,"1,081","693 to 1,081",16.1,12.6,19.6,12.6 to 19.6,"3,797",581,442,720,442 to 720,15.3,11.6,19,11.6 to 19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,713 ","$44,448 ","$50,978 ","$44,448 to $50,978"
2012,27,27107,Norman County (MN),"6,481",757,607,907,607 to 907,11.7,9.4,14,9.4 to 14.0,"1,529",255,197,313,197 to 313,16.7,12.9,20.5,12.9 to 20.5,"1,170",169,129,209,129 to 209,14.4,11,17.8,11.0 to 17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,043 ","$41,585 ","$48,501 ","$41,585 to $48,501"
2012,27,27109,Olmsted County (MN),"144,814","14,125","12,432","15,818","12,432 to 15,818",9.8,8.6,11,8.6 to 11.0,"36,372","4,157","3,386","4,928","3,386 to 4,928",11.4,9.3,13.5,9.3 to 13.5,"25,656","2,710","2,173","3,247","2,173 to 3,247",10.6,8.5,12.7,8.5 to 12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$64,385 ","$60,877 ","$67,893 ","$60,877 to $67,893"
2012,27,27111,Otter Tail County (MN),"56,273","5,892","4,918","6,866","4,918 to 6,866",10.5,8.8,12.2,8.8 to 12.2,"11,932","1,845","1,443","2,247","1,443 to 2,247",15.5,12.1,18.9,12.1 to 18.9,"8,648","1,202",908,"1,496","908 to 1,496",13.9,10.5,17.3,10.5 to 17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,645 ","$49,055 ","$52,235 ","$49,055 to $52,235"
2012,27,27113,Pennington County (MN),"13,736","1,490","1,189","1,791","1,189 to 1,791",10.8,8.6,13,8.6 to 13.0,"3,238",489,384,594,384 to 594,15.1,11.9,18.3,11.9 to 18.3,"2,271",321,245,397,245 to 397,14.1,10.8,17.4,10.8 to 17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,483 ","$42,606 ","$50,360 ","$42,606 to $50,360"
2012,27,27115,Pine County (MN),"27,380","3,670","2,984","4,356","2,984 to 4,356",13.4,10.9,15.9,10.9 to 15.9,"6,087","1,267",987,"1,547","987 to 1,547",20.8,16.2,25.4,16.2 to 25.4,"4,448",817,623,"1,011","623 to 1,011",18.4,14,22.8,14.0 to 22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,943 ","$43,689 ","$48,197 ","$43,689 to $48,197"
2012,27,27117,Pipestone County (MN),"9,138","1,026",831,"1,221","831 to 1,221",11.2,9.1,13.3,9.1 to 13.3,"2,260",344,268,420,268 to 420,15.2,11.8,18.6,11.8 to 18.6,"1,657",220,167,273,167 to 273,13.3,10.1,16.5,10.1 to 16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,143 ","$43,619 ","$50,667 ","$43,619 to $50,667"
2012,27,27119,Polk County (MN),"30,240","4,098","3,494","4,702","3,494 to 4,702",13.6,11.6,15.6,11.6 to 15.6,"7,214","1,271","1,016","1,526","1,016 to 1,526",17.6,14.1,21.1,14.1 to 21.1,"5,244",847,670,"1,024","670 to 1,024",16.2,12.8,19.6,12.8 to 19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,679 ","$44,045 ","$51,313 ","$44,045 to $51,313"
2012,27,27121,Pope County (MN),"10,727","1,221",983,"1,459","983 to 1,459",11.4,9.2,13.6,9.2 to 13.6,"2,269",358,284,432,284 to 432,15.8,12.5,19.1,12.5 to 19.1,"1,612",229,177,281,177 to 281,14.2,11,17.4,11.0 to 17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,692 ","$46,571 ","$54,813 ","$46,571 to $54,813"
2012,27,27123,Ramsey County (MN),"504,592","85,195","80,140","90,250","80,140 to 90,250",16.9,15.9,17.9,15.9 to 17.9,"119,754","28,770","26,141","31,399","26,141 to 31,399",24,21.8,26.2,21.8 to 26.2,"83,394","18,888","16,819","20,957","16,819 to 20,957",22.6,20.1,25.1,20.1 to 25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,707 ","$51,627 ","$55,787 ","$51,627 to $55,787"
2012,27,27125,Red Lake County (MN),"4,050",430,344,516,344 to 516,10.6,8.5,12.7,8.5 to 12.7,973,143,111,175,111 to 175,14.7,11.4,18,11.4 to 18.0,701,93,70,116,70 to 116,13.3,10.1,16.5,10.1 to 16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,228 ","$41,165 ","$49,291 ","$41,165 to $49,291"
2012,27,27127,Redwood County (MN),"15,537","1,719","1,452","1,986","1,452 to 1,986",11.1,9.4,12.8,9.4 to 12.8,"3,797",603,494,712,494 to 712,15.9,13,18.8,13.0 to 18.8,"2,773",410,333,487,333 to 487,14.8,12,17.6,12.0 to 17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,775 ","$45,328 ","$52,222 ","$45,328 to $52,222"
2012,27,27129,Renville County (MN),"15,039","1,577","1,288","1,866","1,288 to 1,866",10.5,8.6,12.4,8.6 to 12.4,"3,423",562,434,690,434 to 690,16.4,12.7,20.1,12.7 to 20.1,"2,500",376,287,465,287 to 465,15,11.4,18.6,11.4 to 18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,502 ","$46,379 ","$54,625 ","$46,379 to $54,625"
2012,27,27131,Rice County (MN),"57,312","6,137","5,059","7,215","5,059 to 7,215",10.7,8.8,12.6,8.8 to 12.6,"14,472","1,961","1,610","2,312","1,610 to 2,312",13.6,11.2,16,11.2 to 16.0,"10,618","1,171",911,"1,431","911 to 1,431",11,8.5,13.5,8.5 to 13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$59,332 ","$56,075 ","$62,589 ","$56,075 to $62,589"
2012,27,27133,Rock County (MN),"9,310",891,715,"1,067","715 to 1,067",9.6,7.7,11.5,7.7 to 11.5,"2,367",280,214,346,214 to 346,11.8,9,14.6,9.0 to 14.6,"1,766",183,137,229,137 to 229,10.4,7.8,13,7.8 to 13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,766 ","$47,149 ","$56,383 ","$47,149 to $56,383"
2012,27,27135,Roseau County (MN),"15,254","1,186",943,"1,429","943 to 1,429",7.8,6.2,9.4,6.2 to 9.4,"3,872",427,329,525,329 to 525,11,8.5,13.5,8.5 to 13.5,"2,926",282,213,351,213 to 351,9.6,7.3,11.9,7.3 to 11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,261 ","$50,093 ","$56,429 ","$50,093 to $56,429"
2012,27,27137,St. Louis County (MN),"192,015","29,124","26,505","31,743","26,505 to 31,743",15.2,13.8,16.6,13.8 to 16.6,"37,705","6,692","5,617","7,767","5,617 to 7,767",17.7,14.8,20.6,14.8 to 20.6,"27,106","4,303","3,501","5,105","3,501 to 5,105",15.9,12.9,18.9,12.9 to 18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,601 ","$44,716 ","$48,486 ","$44,716 to $48,486"
2012,27,27139,Scott County (MN),"133,735","7,129","5,860","8,398","5,860 to 8,398",5.3,4.4,6.2,4.4 to 6.2,"39,274","2,563","2,010","3,116","2,010 to 3,116",6.5,5.1,7.9,5.1 to 7.9,"28,943","1,689","1,290","2,088","1,290 to 2,088",5.8,4.4,7.2,4.4 to 7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$86,324 ","$81,225 ","$91,423 ","$81,225 to $91,423"
2012,27,27141,Sherburne County (MN),"87,179","5,926","4,788","7,064","4,788 to 7,064",6.8,5.5,8.1,5.5 to 8.1,"24,819","1,932","1,498","2,366","1,498 to 2,366",7.8,6.1,9.5,6.1 to 9.5,"18,380","1,244",935,"1,553","935 to 1,553",6.8,5.1,8.5,5.1 to 8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$69,865 ","$66,566 ","$73,164 ","$66,566 to $73,164"
2012,27,27143,Sibley County (MN),"14,920","1,569","1,299","1,839","1,299 to 1,839",10.5,8.7,12.3,8.7 to 12.3,"3,661",567,472,662,472 to 662,15.5,12.9,18.1,12.9 to 18.1,"2,714",337,268,406,268 to 406,12.4,9.9,14.9,9.9 to 14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,732 ","$50,778 ","$56,686 ","$50,778 to $56,686"
2012,27,27145,Stearns County (MN),"144,568","18,747","16,646","20,848","16,646 to 20,848",13,11.5,14.5,11.5 to 14.5,"33,961","4,009","3,177","4,841","3,177 to 4,841",11.8,9.3,14.3,9.3 to 14.3,"24,395","2,622","2,011","3,233","2,011 to 3,233",10.7,8.2,13.2,8.2 to 13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,986 ","$50,930 ","$57,042 ","$50,930 to $57,042"
2012,27,27147,Steele County (MN),"35,843","2,975","2,358","3,592","2,358 to 3,592",8.3,6.6,10,6.6 to 10.0,"9,290","1,177",908,"1,446","908 to 1,446",12.7,9.8,15.6,9.8 to 15.6,"6,722",774,585,963,585 to 963,11.5,8.7,14.3,8.7 to 14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,940 ","$53,302 ","$60,578 ","$53,302 to $60,578"
2012,27,27149,Stevens County (MN),"8,768","1,120",919,"1,321","919 to 1,321",12.8,10.5,15.1,10.5 to 15.1,"2,014",236,184,288,184 to 288,11.7,9.1,14.3,9.1 to 14.3,"1,436",144,110,178,110 to 178,10,7.6,12.4,7.6 to 12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,832 ","$46,589 ","$55,075 ","$46,589 to $55,075"
2012,27,27151,Swift County (MN),"9,433","1,069",876,"1,262","876 to 1,262",11.3,9.3,13.3,9.3 to 13.3,"2,067",323,256,390,256 to 390,15.6,12.4,18.8,12.4 to 18.8,"1,491",209,164,254,164 to 254,14,11,17,11.0 to 17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,660 ","$44,727 ","$52,593 ","$44,727 to $52,593"
2012,27,27153,Todd County (MN),"24,206","3,677","3,104","4,250","3,104 to 4,250",15.2,12.8,17.6,12.8 to 17.6,"5,817","1,335","1,099","1,571","1,099 to 1,571",22.9,18.8,27,18.8 to 27.0,"4,146",857,680,"1,034","680 to 1,034",20.7,16.4,25,16.4 to 25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,765 ","$44,538 ","$48,992 ","$44,538 to $48,992"
2012,27,27155,Traverse County (MN),"3,347",394,309,479,309 to 479,11.8,9.3,14.3,9.3 to 14.3,720,131,101,161,101 to 161,18.2,14.1,22.3,14.1 to 22.3,543,86,65,107,65 to 107,15.8,12,19.6,12.0 to 19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,907 ","$41,993 ","$49,821 ","$41,993 to $49,821"
2012,27,27157,Wabasha County (MN),"21,250","1,745","1,418","2,072","1,418 to 2,072",8.2,6.7,9.7,6.7 to 9.7,"4,911",521,406,636,406 to 636,10.6,8.3,12.9,8.3 to 12.9,"3,554",342,259,425,259 to 425,9.6,7.3,11.9,7.3 to 11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,686 ","$51,183 ","$60,189 ","$51,183 to $60,189"
2012,27,27159,Wadena County (MN),"13,348","2,258","1,845","2,671","1,845 to 2,671",16.9,13.8,20,13.8 to 20.0,"3,203",719,563,875,563 to 875,22.4,17.5,27.3,17.5 to 27.3,"2,254",469,358,580,358 to 580,20.8,15.9,25.7,15.9 to 25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$37,577 ","$34,396 ","$40,758 ","$34,396 to $40,758"
2012,27,27161,Waseca County (MN),"17,912","1,778","1,423","2,133","1,423 to 2,133",9.9,7.9,11.9,7.9 to 11.9,"4,424",581,452,710,452 to 710,13.1,10.2,16,10.2 to 16.0,"3,226",388,296,480,296 to 480,12,9.1,14.9,9.1 to 14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,927 ","$48,479 ","$57,375 ","$48,479 to $57,375"
2012,27,27163,Washington County (MN),"240,606","13,346","11,740","14,952","11,740 to 14,952",5.5,4.8,6.2,4.8 to 6.2,"62,126","3,866","3,125","4,607","3,125 to 4,607",6.2,5,7.4,5.0 to 7.4,"47,009","2,427","1,862","2,992","1,862 to 2,992",5.2,4,6.4,4.0 to 6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$80,647 ","$77,818 ","$83,476 ","$77,818 to $83,476"
2012,27,27165,Watonwan County (MN),"11,027","1,326","1,081","1,571","1,081 to 1,571",12,9.8,14.2,9.8 to 14.2,"2,761",480,380,580,380 to 580,17.4,13.8,21,13.8 to 21.0,"2,015",300,229,371,229 to 371,14.9,11.4,18.4,11.4 to 18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,115 ","$44,365 ","$49,865 ","$44,365 to $49,865"
2012,27,27167,Wilkin County (MN),"6,420",615,489,741,489 to 741,9.6,7.6,11.6,7.6 to 11.6,"1,554",201,157,245,157 to 245,12.9,10,15.8,10.0 to 15.8,"1,166",132,101,163,101 to 163,11.3,8.7,13.9,8.7 to 13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,940 ","$47,669 ","$56,211 ","$47,669 to $56,211"
2012,27,27169,Winona County (MN),"46,998","6,504","5,386","7,622","5,386 to 7,622",13.8,11.4,16.2,11.4 to 16.2,"9,384","1,343","1,059","1,627","1,059 to 1,627",14.3,11.3,17.3,11.3 to 17.3,"6,916",846,646,"1,046","646 to 1,046",12.2,9.3,15.1,9.3 to 15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,753 ","$46,878 ","$52,628 ","$46,878 to $52,628"
2012,27,27171,Wright County (MN),"126,234","8,858","7,513","10,203","7,513 to 10,203",7,5.9,8.1,5.9 to 8.1,"36,776","3,054","2,488","3,620","2,488 to 3,620",8.3,6.8,9.8,6.8 to 9.8,"26,687","1,847","1,438","2,256","1,438 to 2,256",6.9,5.4,8.4,5.4 to 8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$72,216 ","$69,013 ","$75,419 ","$69,013 to $75,419"
2012,27,27173,Yellow Medicine County (MN),"9,939",924,734,"1,114","734 to 1,114",9.3,7.4,11.2,7.4 to 11.2,"2,324",307,234,380,234 to 380,13.2,10.1,16.3,10.1 to 16.3,"1,685",208,156,260,156 to 260,12.3,9.2,15.4,9.2 to 15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,266 ","$50,600 ","$55,932 ","$50,600 to $55,932"
2013,27,27001,Aitkin County (MN),"15,483","2,060","1,637","2,483","1,637 to 2,483",13.3,10.6,16,10.6 to 16.0,"2,662",620,472,768,472 to 768,23.3,17.7,28.9,17.7 to 28.9,"2,025",421,307,535,307 to 535,20.8,15.2,26.4,15.2 to 26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,784 ","$39,224 ","$44,344 ","$39,224 to $44,344"
2013,27,27003,Anoka County (MN),"335,745","25,532","22,246","28,818","22,246 to 28,818",7.6,6.6,8.6,6.6 to 8.6,"82,373","8,485","7,007","9,963","7,007 to 9,963",10.3,8.5,12.1,8.5 to 12.1,"60,935","5,988","4,857","7,119","4,857 to 7,119",9.8,7.9,11.7,7.9 to 11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$70,619 ","$68,655 ","$72,583 ","$68,655 to $72,583"
2013,27,27005,Becker County (MN),"32,680","4,413","3,698","5,128","3,698 to 5,128",13.5,11.3,15.7,11.3 to 15.7,"7,999","1,544","1,222","1,866","1,222 to 1,866",19.3,15.3,23.3,15.3 to 23.3,"5,923","1,003",751,"1,255","751 to 1,255",16.9,12.7,21.1,12.7 to 21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,183 ","$45,880 ","$52,486 ","$45,880 to $52,486"
2013,27,27007,Beltrami County (MN),"43,631","8,829","7,529","10,129","7,529 to 10,129",20.2,17.2,23.2,17.2 to 23.2,"11,163","3,044","2,458","3,630","2,458 to 3,630",27.3,22,32.6,22.0 to 32.6,"7,674","2,021","1,579","2,463","1,579 to 2,463",26.3,20.5,32.1,20.5 to 32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,364 ","$39,139 ","$45,589 ","$39,139 to $45,589"
2013,27,27009,Benton County (MN),"38,509","4,575","3,810","5,340","3,810 to 5,340",11.9,9.9,13.9,9.9 to 13.9,"9,370","1,340","1,081","1,599","1,081 to 1,599",14.3,11.5,17.1,11.5 to 17.1,"6,732",854,661,"1,047","661 to 1,047",12.7,9.8,15.6,9.8 to 15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,564 ","$48,326 ","$54,802 ","$48,326 to $54,802"
2013,27,27011,Big Stone County (MN),"4,981",639,501,777,501 to 777,12.8,10,15.6,10.0 to 15.6,"1,012",194,151,237,151 to 237,19.2,15,23.4,15.0 to 23.4,724,134,100,168,100 to 168,18.5,13.8,23.2,13.8 to 23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,637 ","$40,613 ","$48,661 ","$40,613 to $48,661"
2013,27,27013,Blue Earth County (MN),"61,452","10,431","9,293","11,569","9,293 to 11,569",17,15.1,18.9,15.1 to 18.9,"12,600","1,698","1,299","2,097","1,299 to 2,097",13.5,10.3,16.7,10.3 to 16.7,"8,856","1,163",853,"1,473","853 to 1,473",13.1,9.6,16.6,9.6 to 16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,283 ","$48,802 ","$53,764 ","$48,802 to $53,764"
2013,27,27015,Brown County (MN),"24,289","2,332","1,932","2,732","1,932 to 2,732",9.6,8,11.2,8.0 to 11.2,"5,411",628,496,760,496 to 760,11.6,9.2,14,9.2 to 14.0,"3,936",423,318,528,318 to 528,10.7,8,13.4,8.0 to 13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,061 ","$47,858 ","$56,264 ","$47,858 to $56,264"
2013,27,27017,Carlton County (MN),"33,709","4,086","3,376","4,796","3,376 to 4,796",12.1,10,14.2,10.0 to 14.2,"7,937","1,120",905,"1,335","905 to 1,335",14.1,11.4,16.8,11.4 to 16.8,"5,839",775,616,934,616 to 934,13.3,10.6,16,10.6 to 16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,670 ","$49,380 ","$55,960 ","$49,380 to $55,960"
2013,27,27019,Carver County (MN),"94,502","4,605","3,726","5,484","3,726 to 5,484",4.9,4,5.8,4.0 to 5.8,"26,794","1,387","1,072","1,702","1,072 to 1,702",5.2,4,6.4,4.0 to 6.4,"20,707",931,699,"1,163","699 to 1,163",4.5,3.4,5.6,3.4 to 5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$86,759 ","$80,750 ","$92,768 ","$80,750 to $92,768"
2013,27,27021,Cass County (MN),"28,236","4,329","3,638","5,020","3,638 to 5,020",15.3,12.9,17.7,12.9 to 17.7,"5,904","1,569","1,273","1,865","1,273 to 1,865",26.6,21.6,31.6,21.6 to 31.6,"4,318","1,045",817,"1,273","817 to 1,273",24.2,18.9,29.5,18.9 to 29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,367 ","$46,222 ","$50,512 ","$46,222 to $50,512"
2013,27,27023,Chippewa County (MN),"11,891","1,320","1,082","1,558","1,082 to 1,558",11.1,9.1,13.1,9.1 to 13.1,"2,744",444,361,527,361 to 527,16.2,13.2,19.2,13.2 to 19.2,"2,030",310,247,373,247 to 373,15.3,12.2,18.4,12.2 to 18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,232 ","$52,426 ","$58,038 ","$52,426 to $58,038"
2013,27,27025,Chisago County (MN),"52,287","3,571","2,841","4,301","2,841 to 4,301",6.8,5.4,8.2,5.4 to 8.2,"12,651","1,039",793,"1,285","793 to 1,285",8.2,6.3,10.1,6.3 to 10.1,"9,736",669,485,853,485 to 853,6.9,5,8.8,5.0 to 8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$71,397 ","$68,487 ","$74,307 ","$68,487 to $74,307"
